title,rating,genre,popularity,member,duration,studios,aired
Nonton Darling in the FranXX Sub Indo,7.2,"['Action', 'Drama', 'Mecha', 'Romance', 'Sci-Fi']",Popularity: #60,Members: 1018562,Duration: 24 min per ep,Studios: A-1 Pictures,"Aired: Jan 13, 2018 to Jul 7, 2018"
Nonton Darwin’s Game Sub Indo,7.22,"['Action', 'High Stakes Game', 'Mystery', 'Sci-Fi', 'Shounen', 'Super Power', 'Survival', 'Suspense']",Popularity: #390,Members: 303054,Duration: 26 min per ep,Studios: Nexus,"Aired: Jan 4, 2020 to Mar 21, 2020"
Nonton Date A Bullet: Dead or Bullet Sub Indo,7.57,"['Action', 'Isekai', 'Sci-Fi']",Popularity: #2000,Members: 44963,Duration: 24 min,Studios: Geek Toys,"Aired: Aug 14, 2020"
Nonton Date A Bullet: Nightmare or Queen Sub Indo,7.64,"['Action', 'Isekai', 'Sci-Fi']",Popularity: #2540,Members: 34171,Duration: 29 min,Studios: Geek Toys,"Aired: Nov 13, 2020"
Nonton Date A Live Sub Indo,7.15,"['Action', 'Fantasy', 'Harem', 'Romance', 'School', 'Sci-Fi']",Popularity: #151,Members: 583779,Duration: 25 min per ep,Studios: AIC PLUS+,"Aired: Apr 6, 2013 to Jun 22, 2013"
Nonton Date A Live II Sub Indo,7.18,"['Action', 'Fantasy', 'Harem', 'Romance', 'School', 'Sci-Fi']",Popularity: #331,Members: 393404,Duration: 28 min per ep,Studios: Production IMS,"Aired: Apr 12, 2014 to Jun 14, 2014"
Nonton Date A Live III Sub Indo,7.19,"['Action', 'Fantasy', 'Harem', 'Romance', 'School', 'Sci-Fi']",Popularity: #585,Members: 208406,Duration: 24 min per ep,Studios: J.C.Staff,"Aired: Jan 11, 2019 to Mar 29, 2019"
Nonton Date A Live IV Sub Indo,7.77,"['Action', 'Fantasy', 'Harem', 'Romance', 'School', 'Sci-Fi']",Popularity: #972,Members: 83834,Duration: 23 min per ep,Studios: Geek Toys,"Aired: Apr 8, 2022 to Jun 24, 2022"
Nonton Date A Live Movie: Mayuri Judgment Sub Indo,7.32,"['Action', 'Fantasy', 'Harem', 'Romance', 'Sci-Fi']",Popularity: #1168,Members: 114589,Duration: 1 hr 12 min,Studios: Production IMS,"Aired: Aug 22, 2015"
Nonton Date A Live V Sub Indo,8.09,"['Action', 'Fantasy', 'Harem', 'Romance', 'School', 'Sci-Fi']",Popularity: #2346,Members: 4629,Duration: 23 min per ep,Studios: Geek Toys,"Aired: Apr 10, 2024 to ?"
Nonton Days (TV) Sub Indo,7.16,"['School', 'Shounen', 'Sports', 'Team Sports']",Popularity: #1585,Members: 67377,Duration: 24 min per ep,Studios: MAPPA,"Aired: Jul 2, 2016 to Dec 18, 2016"
Nonton Days (TV): Touin Gakuen-sen! Sub Indo,7.44,"['School', 'Shounen', 'Sports', 'Team Sports']",Popularity: #4500,Members: 7047,Duration: 26 min per ep,Studios: MAPPA,"Aired: Mar 16, 2018 to Jul 17, 2018"
Nonton Dead Mount Death Play Sub Indo,7.3,"['Action', 'Fantasy', 'Reincarnation', 'Seinen', 'Supernatural']",Popularity: #1089,Members: 96051,Duration: 23 min per ep,Studios: Geek Toys,"Aired: Apr 11, 2023 to Jun 27, 2023"
Nonton Dead Mount Death Play Part 2 Sub Indo,7.49,"['Action', 'Fantasy', 'Reincarnation', 'Seinen', 'Supernatural']",Popularity: #2025,Members: 42299,Duration: 23 min per ep,Studios: Geek Toys,"Aired: Oct 10, 2023 to Dec 26, 2023"
Nonton Deadman Wonderland Sub Indo,7.14,"['Action', 'Gore', 'High Stakes Game', 'Horror', 'Sci-Fi', 'Shounen', 'Supernatural', 'Survival', 'Suspense']",Popularity: #110,Members: 684718,Duration: 24 min per ep,Studios: Manglobe,"Aired: Apr 17, 2011 to Jul 3, 2011"
Nonton Deaimon Sub Indo,7.56,"['Childcare', 'Seinen', 'Slice of Life', 'Workplace']",Popularity: #2137,Members: 42093,Duration: 24 min per ep,Studios: Encourage Films,"Aired: Apr 6, 2022 to Jun 22, 2022"
Nonton Dear Boys Sub Indo,6.78,"['Drama', 'Shounen', 'Sports', 'Team Sports']",Popularity: #4643,Members: 10207,Duration: 24 min per ep,Studios: A.C.G.T.,"Aired: Apr 7, 2003 to Sep 29, 2003"
Nonton DearS Sub Indo,6.56,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'Sci-Fi', 'Shounen']",Popularity: #1543,Members: 79844,Duration: 23 min per ep,Studios: Daume,"Aired: Jul 11, 2004 to Sep 26, 2004"
Nonton Death March kara Hajimaru Isekai Kyousoukyoku Sub Indo,6.45,"['Adventure', 'Fantasy', 'Harem', 'Isekai']",Popularity: #439,Members: 289247,Duration: 23 min per ep,Studios: SILVER LINK.,"Aired: Jan 11, 2018 to Mar 29, 2018"
Nonton Death Note Sub Indo,8.62,"['Psychological', 'Shounen', 'Supernatural', 'Suspense']",Popularity: #2,Members: 2739167,Duration: 23 min per ep,Studios: Madhouse,"Aired: Oct 4, 2006 to Jun 27, 2007"
Nonton Death Parade Sub Indo,8.15,"['Adult Cast', 'Drama', 'High Stakes Game', 'Psychological', 'Supernatural', 'Suspense']",Popularity: #49,Members: 1008065,Duration: 23 min per ep,Studios: Madhouse,"Aired: Jan 10, 2015 to Mar 28, 2015"
Nonton Deatte 5-byou de Battle Sub Indo,6.76,"['High Stakes Game', 'Strategy Game', 'Super Power', 'Supernatural', 'Survival', 'Suspense']",Popularity: #1188,Members: 96982,Duration: 23 min per ep,Studios: SynergySP,"Aired: Jul 13, 2021 to Sep 28, 2021"
Nonton Deca-Dence Sub Indo,7.36,"['Action', 'Adventure', 'Sci-Fi']",Popularity: #799,Members: 135208,Duration: 23 min per ep,Studios: Nut,"Aired: Jul 8, 2020 to Sep 23, 2020"
Nonton Deep Insanity: The Lost Child Sub Indo,5.59,['Sci-Fi'],Popularity: #3357,Members: 12397,Duration: 24 min per ep,Studios: SILVER LINK.,"Aired: Oct 13, 2021 to Dec 29, 2021"
Nonton Dekiru Neko wa Kyou mo Yuuutsu Sub Indo,7.66,"['Adult Cast', 'Anthropomorphic', 'Comedy', 'Supernatural']",Popularity: #2095,Members: 37531,Duration: 23 min per ep,Studios: GoHands,"Aired: Jul 8, 2023 to Sep 30, 2023"
Nonton Dekisokonai to Yobareta Motoeiyuu wa Jikka kara Tsuihou sareta node Sukikatte ni Ikiru Koto ni Shita Sub Indo,5.14,"['Action', 'Adventure', 'Fantasy']",Popularity: #3455,Members: 6769,Duration: 23 min,Studios: Studio Deen,"Aired: Apr 2, 2024 to ?"
Nonton Dekoboko Majo no Oyako Jijou Sub Indo,6.8,"['Comedy', 'Fantasy', 'Gag Humor']",Popularity: #3123,Members: 16433,Duration: 23 min per ep,Studios: A-Real,"Aired: Oct 1, 2023 to Dec 17, 2023"
Nonton Demi-chan wa Kataritai Sub Indo,7.53,"['Comedy', 'Fantasy', 'Mythology', 'School', 'Seinen', 'Vampire']",Popularity: #554,Members: 215699,Duration: 23 min per ep,Studios: A-1 Pictures,"Aired: Jan 8, 2017 to Mar 26, 2017"
Nonton Denki-gai no Honya-san Sub Indo,7.19,"['Comedy', 'Otaku Culture', 'Seinen', 'Workplace']",Popularity: #1718,Members: 52876,Duration: 23 min per ep,Studios: Shin-Ei Animation,"Aired: Oct 2, 2014 to Dec 18, 2014"
Nonton Dennou Coil Sub Indo,8.04,"['Adventure', 'Award Winning', 'Drama', 'Mystery', 'Sci-Fi']",Popularity: #1554,Members: 43726,Duration: 25 min per ep,Studios: Madhouse,"Aired: May 12, 2007 to Dec 1, 2007"
Nonton Denpa Kyoushi (TV) Sub Indo,6.86,"['Comedy', 'Otaku Culture', 'Romance', 'School', 'Shounen']",Popularity: #1492,Members: 69989,Duration: 23 min per ep,Studios: A-1 Pictures,"Aired: Apr 4, 2015 to Sep 26, 2015"
Nonton Denpa Onna to Seishun Otoko Sub Indo,7.12,"['Comedy', 'Sci-Fi']",Popularity: #781,Members: 127435,Duration: 24 min per ep,Studios: Shaft,"Aired: Apr 15, 2011 to Jul 1, 2011"
Nonton Denpa Onna to Seishun Otoko: Mayonaka no Taiyou Sub Indo,7.28,"['Comedy', 'Sci-Fi']",Popularity: #2789,Members: 33446,Duration: 29 min,Studios: Shaft,"Aired: Feb 8, 2012"
Nonton Densetsu no Yuusha no Densetsu Sub Indo,7.51,"['Action', 'Adventure', 'Fantasy', 'Military']",Popularity: #796,Members: 137329,Duration: 24 min per ep,Studios: Zexcs,"Aired: Jul 2, 2010 to Dec 17, 2010"
Nonton Detective Conan Sub Indo,8.17,"['Adventure', 'Comedy', 'Detective', 'Mystery', 'Shounen']",Popularity: #675,Members: 159605,Duration: 25 min,Studios: TMS Entertainment,"Aired: Jan 8, 1996 to ?"
Nonton Detective Conan Bonus File: Fantasista Flower Sub Indo,7.35,"['Comedy', 'Detective', 'Mystery', 'Shounen', 'Sports', 'Team Sports']",Popularity: #6471,Members: 4068,Duration: 25 min,Studios:,"Aired: Apr 14, 2012"
Nonton Detective Conan Movie 01: The Timed Skyscraper Sub Indo,7.87,"['Adventure', 'Comedy', 'Detective', 'Mystery', 'Shounen']",Popularity: #2536,Members: 45040,Duration: 1 hr 34 min,Studios: TMS Entertainment,"Aired: Apr 19, 1997"
Nonton Detective Conan Movie 02: The Fourteenth Target Sub Indo,7.88,"['Adventure', 'Comedy', 'Detective', 'Mystery', 'Shounen']",Popularity: #2720,Members: 39242,Duration: 1 hr 39 min,Studios: TMS Entertainment,"Aired: Apr 18, 1998"
Nonton Detective Conan Movie 03: The Last Wizard of the Century Sub Indo,8.04,"['Adventure', 'Comedy', 'Detective', 'Mystery', 'Shounen']",Popularity: #2674,Members: 40200,Duration: 1 hr 40 min,Studios: TMS Entertainment,"Aired: Apr 17, 1999"
Nonton Detective Conan Movie 04: Captured in Her Eyes Sub Indo,8.04,"['Adventure', 'Comedy', 'Detective', 'Mystery', 'Shounen']",Popularity: #2766,Members: 37525,Duration: 1 hr 40 min,Studios: TMS Entertainment,"Aired: Apr 22, 2000"
Nonton Detective Conan Movie 05: Countdown to Heaven Sub Indo,8.12,"['Adventure', 'Comedy', 'Detective', 'Mystery', 'Shounen']",Popularity: #2734,Members: 38169,Duration: 1 hr 40 min,Studios: TMS Entertainment,"Aired: Apr 21, 2001"
Nonton Detective Conan Movie 06: The Phantom of Baker Street Sub Indo,8.3,"['Adventure', 'Detective', 'Mystery', 'Shounen']",Popularity: #2420,Members: 46969,Duration: 1 hr 47 min,Studios: TMS Entertainment,"Aired: Apr 20, 2002"
Nonton Detective Conan Movie 07: Crossroad in the Ancient Capital Sub Indo,7.81,"['Adventure', 'Comedy', 'Detective', 'Mystery', 'Shounen']",Popularity: #3045,Members: 30911,Duration: 1 hr 48 min,Studios: TMS Entertainment,"Aired: Apr 19, 2003"
Nonton Detective Conan Movie 08: Time Travel of the Silver Sky Sub Indo,7.81,"['Adventure', 'Mystery']",Popularity: #4681,Members: 10643,Duration: 25 min,Studios: TMS Entertainment,"Aired: Apr 30, 2004"
Nonton Detective Conan Movie 09: Strategy Above the Depths Sub Indo,7.79,"['Adventure', 'Comedy', 'Detective', 'Mystery', 'Shounen']",Popularity: #3115,Members: 29013,Duration: 1 hr 50 min,Studios: TMS Entertainment,"Aired: Apr 9, 2005"
Nonton Detective Conan Movie 10: Requiem of the Detectives Sub Indo,8.04,"['Adventure', 'Comedy', 'Detective', 'Mystery', 'Shounen']",Popularity: #2928,Members: 32585,Duration: 1 hr 51 min,Studios: TMS Entertainment,"Aired: Apr 15, 2006"
Nonton Detective Conan Movie 11: Jolly Roger in the Deep Azure Sub Indo,7.43,"['Adventure', 'Comedy', 'Detective', 'Mystery', 'Shounen']",Popularity: #3304,Members: 25955,Duration: 1 hr 45 min,Studios: TMS Entertainment,"Aired: Apr 21, 2007"
Nonton Detective Conan Movie 12: Full Score of Fear Sub Indo,7.79,"['Adventure', 'Comedy', 'Detective', 'Mystery', 'Shounen']",Popularity: #3195,Members: 27532,Duration: 1 hr 56 min,Studios: TMS Entertainment,"Aired: Apr 19, 2008"
Nonton Detective Conan Movie 13: The Raven Chaser Sub Indo,8.22,"['Action', 'Detective', 'Mystery', 'Shounen']",Popularity: #2835,Members: 33777,Duration: 1 hr 51 min,Studios: Tokyo Movie Shinsha,"Aired: Apr 18, 2009"
Nonton Detective Conan Movie 14: The Lost Ship in the Sky Sub Indo,8.12,"['Action', 'Detective', 'Mystery', 'Shounen']",Popularity: #2906,Members: 32977,Duration: 1 hr 42 min,Studios: Tokyo Movie Shinsha,"Aired: Apr 17, 2010"
Nonton Detective Conan Movie 15: Quarter of Silence Sub Indo,8.01,"['Adventure', 'Comedy', 'Detective', 'Mystery', 'Shounen']",Popularity: #3154,Members: 28090,Duration: 1 hr 49 min,Studios: TMS Entertainment,"Aired: Apr 16, 2011"
Nonton Detective Conan Movie 16: The Eleventh Striker Sub Indo,7.71,"['Adventure', 'Comedy', 'Detective', 'Mystery', 'Shounen', 'Sports', 'Team Sports']",Popularity: #3336,Members: 25443,Duration: 1 hr 50 min,Studios: TMS Entertainment,"Aired: Apr 14, 2012"
Nonton Detective Conan Movie 17: Private Eye in the Distant Sea Sub Indo,7.67,"['Adventure', 'Comedy', 'Detective', 'Mystery', 'Shounen']",Popularity: #3565,Members: 21854,Duration: 1 hr 50 min,Studios: TMS Entertainment,"Aired: Apr 20, 2013"
Nonton Detective Conan Movie 18: The Sniper from Another Dimension Sub Indo,8.08,"['Action', 'Detective', 'Mystery', 'Shounen']",Popularity: #3361,Members: 24626,Duration: 1 hr 50 min,Studios: TMS Entertainment,"Aired: Apr 19, 2014"
Nonton Detective Conan Movie 19: The Hellfire Sunflowers Sub Indo,7.73,"['Action', 'Detective', 'Mystery', 'Shounen']",Popularity: #3537,Members: 22666,Duration: 1 hr 52 min,Studios: TMS Entertainment,"Aired: Apr 18, 2015"
Nonton Detective Conan Movie 20: The Darkest Nightmare Sub Indo,8.19,"['Action', 'Detective', 'Mystery', 'Shounen']",Popularity: #3434,Members: 23402,Duration: 1 hr 52 min,Studios: TMS Entertainment,"Aired: Apr 16, 2016"
Nonton Detective Conan Movie 21: The Crimson Love Letter Sub Indo,7.68,"['Action', 'Detective', 'Drama', 'Historical', 'Mystery', 'Romance']",Popularity: #3955,Members: 17142,Duration: 1 hr 51 min,Studios: TMS Entertainment,"Aired: Apr 15, 2017"
Nonton Detective Conan Movie 22: Zero The Enforcer Sub Indo,7.86,"['Action', 'Award Winning', 'Detective', 'Drama', 'Mystery']",Popularity: #4006,Members: 16659,Duration: 1 hr 50 min,Studios: TMS Entertainment,"Aired: Apr 13, 2018"
Nonton Detective Conan Movie 23: The Fist of Blue Sapphire Sub Indo,7.86,"['Action', 'Comedy', 'Detective', 'Drama', 'Mystery', 'Shounen']",Popularity: #4086,Members: 15876,Duration: 1 hr 49 min,Studios: TMS Entertainment,"Aired: Apr 12, 2019"
Nonton Detective Conan Movie 24: The Scarlet Bullet Sub Indo,7.76,"['Action', 'Comedy', 'Detective', 'Drama', 'Mystery', 'Shounen']",Popularity: #4717,Members: 9495,Duration: 1 hr 50 min,Studios: TMS Entertainment,"Aired: Apr 16, 2021"
Nonton Detective Conan Movie 25: Halloween no Hanayome Sub Indo,8.05,"['Action', 'Detective', 'Mystery', 'Shounen']",Popularity: #5398,Members: 7030,Duration: 1 hr 50 min,Studios: TMS Entertainment,"Aired: Apr 15, 2022"
Nonton Detective Conan OVA 01: Conan vs. Kid vs. Yaiba Sub Indo,7.23,"['Adventure', 'Comedy', 'Mystery', 'Shounen']",Popularity: #4833,Members: 10875,Duration: 24 min,Studios: TMS Entertainment,"Aired: Oct 11, 2000"
Nonton Detective Conan OVA 12: The Miracle of Excalibur Sub Indo,7.02,"['Comedy', 'Detective', 'Mystery', 'Shounen', 'Sports', 'Team Sports']",Popularity: #6021,Members: 5373,Duration: 29 min,Studios: TMS Entertainment,"Aired: May 24, 2012"
Nonton Detective Conan: Episode One – The Great Detective Turned Small Sub Indo,8.24,"['Adventure', 'Comedy', 'Detective', 'Mystery', 'Shounen']",Popularity: #3999,Members: 14877,Duration: 1 hr 33 min,Studios: TMS Entertainment,"Aired: Dec 9, 2016"
Nonton Detective Conan: Love Story at Police Headquarters – Wedding Eve Sub Indo,7.02,"['Adventure', 'Comedy', 'Detective', 'Mystery', 'Romance', 'Shounen']",Popularity: #11566,Members: 732,Duration: 1 hr 34 min,Studios: TMS Entertainment,"Aired: Apr 15, 2022"
Nonton Devil May Cry Sub Indo,6.94,"['Action', 'Fantasy', 'Gore', 'Mythology']",Popularity: #771,Members: 169490,Duration: 24 min per ep,Studios: Madhouse,"Aired: Jun 14, 2007 to Sep 6, 2007"
Nonton Devil Survivor 2 The Animation Sub Indo,6.83,"['Action', 'Mythology', 'Supernatural', 'Survival', 'Suspense']",Popularity: #1405,Members: 79455,Duration: 24 min per ep,Studios: Bridge,"Aired: Apr 5, 2013 to Jun 28, 2013"
Nonton Devilman: Crybaby Sub Indo,7.75,"['Action', 'Avant Garde', 'Gore', 'Horror', 'Mythology', 'Shounen', 'Supernatural']",Popularity: #125,Members: 695491,Duration: 25 min per ep,Studios: Science SARU,"Aired: Jan 5, 2018"
Nonton Devils Line Sub Indo,6.83,"['Action', 'Adult Cast', 'Drama', 'Romance', 'Seinen', 'Supernatural', 'Vampire']",Popularity: #898,Members: 114117,Duration: 23 min per ep,Studios: Platinum Vision,"Aired: Apr 7, 2018 to Jun 23, 2018"
Nonton Devils Line: Anytime Anywhere Sub Indo,6.93,"['Action', 'Adult Cast', 'Drama', 'Romance', 'Seinen', 'Supernatural', 'Vampire']",Popularity: #4499,Members: 9115,Duration: 26 min,Studios: Platinum Vision,"Aired: Aug 23, 2018"
Nonton Diabolik Lovers Sub Indo,5.19,"['Drama', 'Josei', 'Reverse Harem', 'School', 'Supernatural', 'Vampire']",Popularity: #672,Members: 198875,Duration: 15 min per ep,Studios: Zexcs,"Aired: Sep 16, 2013 to Dec 9, 2013"
"Nonton Diabolik Lovers More,Blood Sub Indo",5.52,"['Drama', 'Josei', 'Reverse Harem', 'School', 'Supernatural', 'Vampire']",Popularity: #1465,Members: 84682,Duration: 12 min per ep,Studios: Zexcs,"Aired: Sep 24, 2015 to Dec 10, 2015"
Nonton Diamond no Ace: Act II Sub Indo,8.26,"['School', 'Shounen', 'Sports', 'Team Sports']",Popularity: #2217,Members: 44934,Duration: 24 min per ep,Studios: Madhouse,"Aired: Apr 2, 2019 to Mar 31, 2020"
Nonton Dies Irae Sub Indo,5.39,"['Action', 'Military', 'Super Power']",Popularity: #1620,Members: 42287,Duration: 23 min per ep,Studios: A.C.G.T.,"Aired: Oct 14, 2017 to Dec 23, 2017"
Nonton Dies Irae: Reimei Sub Indo,5.35,"['Action', 'Super Power']",Popularity: #4391,Members: 13483,Duration: 23 min,Studios: A.C.G.T.,"Aired: Oct 7, 2017"
Nonton Dies Irae: To the Ring Reincarnation Sub Indo,5.99,"['Action', 'Super Power']",Popularity: #4588,Members: 7849,Duration: 28 min per ep,Studios: A.C.G.T.,"Aired: Jul 1, 2018"
Nonton Digimon Adventure tri. 1: Saikai Sub Indo,7.43,"['Action', 'Adventure', 'Comedy', 'Drama']",Popularity: #1887,Members: 61172,Duration: 1 hr 29 min,Studios: Toei Animation,"Aired: Nov 21, 2015"
Nonton Digimon Adventure tri. 2: Ketsu Sub Indo,7.44,"['Action', 'Adventure', 'Comedy', 'Drama']",Popularity: #2354,Members: 45842,Duration: 1 hr 28 min,Studios: Toei Animation,"Aired: Mar 12, 2016"
Nonton Digimon Adventure tri. 3: Kokuhaku Sub Indo,7.61,"['Action', 'Adventure', 'Comedy', 'Drama']",Popularity: #2502,Members: 39610,Duration: 1 hr 45 min,Studios: Toei Animation,"Aired: Sep 24, 2016"
Nonton Digimon Adventure tri. 4: Soushitsu Sub Indo,7.28,"['Action', 'Adventure', 'Comedy', 'Drama']",Popularity: #2859,Members: 32057,Duration: 1 hr 22 min,Studios: Toei Animation,"Aired: Feb 25, 2017"
Nonton Digimon Adventure tri. 5: Kyousei Sub Indo,7.16,"['Action', 'Adventure', 'Comedy', 'Drama']",Popularity: #3079,Members: 26651,Duration: 1 hr 36 min,Studios: Toei Animation,"Aired: Sep 30, 2017"
Nonton Digimon Adventure tri. 6: Bokura no Mirai Sub Indo,7.2,"['Action', 'Adventure', 'Comedy', 'Drama']",Popularity: #3226,Members: 23825,Duration: 1 hr 38 min,Studios: Toei Animation,"Aired: May 5, 2018"
Nonton Digimon Adventure: Sub Indo,6.45,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Isekai', 'Kids']",Popularity: #2913,Members: 18598,Duration: 23 min per ep,Studios: Toei Animation,"Aired: Apr 5, 2020 to Sep 26, 2021"
Nonton Digimon Adventure: Last Evolution Kizuna Sub Indo,8.18,"['Action', 'Adventure', 'Comedy', 'Drama']",Popularity: #3324,Members: 18868,Duration: 1 hr 34 min,Studios: Yumeta Company,"Aired: Feb 21, 2020"
Nonton Dimension W Sub Indo,7.18,"['Action', 'Sci-Fi', 'Seinen']",Popularity: #808,Members: 139931,Duration: 24 min per ep,Studios: Orange,"Aired: Jan 10, 2016 to Mar 27, 2016"
Nonton Dive!! Sub Indo,6.08,"['Comedy', 'Sports']",Popularity: #3043,Members: 18191,Duration: 22 min per ep,Studios: Zero-G,"Aired: Jul 7, 2017 to Sep 22, 2017"
Nonton Divine Gate Sub Indo,5.53,"['Action', 'Fantasy', 'Sci-Fi']",Popularity: #1404,Members: 72695,Duration: 23 min per ep,Studios: Pierrot,"Aired: Jan 8, 2016 to Mar 25, 2016"
Nonton Do It Yourself!! Sub Indo,7.46,"['CGDCT', 'School', 'Slice of Life']",Popularity: #1983,Members: 40211,Duration: 23 min per ep,Studios: PINE JAM,"Aired: Oct 6, 2022 to Dec 22, 2022"
Nonton Dog Days Sub Indo,6.85,"['Action', 'Adventure', 'Fantasy', 'Isekai']",Popularity: #1269,Members: 87031,Duration: 24 min per ep,Studios: Seven Arcs,"Aired: Apr 2, 2011 to Jun 25, 2011"
Nonton Dog Days” Sub Indo,6.86,"['Action', 'Adventure', 'Fantasy', 'Isekai']",Popularity: #2488,Members: 34005,Duration: 23 min per ep,Studios: Seven Arcs Pictures,"Aired: Jan 11, 2015 to Mar 29, 2015"
Nonton Dog Days’ Sub Indo,6.99,"['Action', 'Adventure', 'Fantasy', 'Isekai']",Popularity: #2016,Members: 54554,Duration: 23 min per ep,Studios: Seven Arcs,"Aired: Jul 7, 2012 to Sep 29, 2012"
Nonton Dog Signal Sub Indo,7.04,"['Adult Cast', 'Josei', 'Pets', 'Slice of Life', 'Workplace']",Popularity: #7658,Members: 1091,Duration: 25 min per ep,Studios: Fugaku,"Aired: Oct 22, 2023 to Mar 17, 2024"
Nonton Dogeza de Tanondemita Sub Indo,5.58,"['Comedy', 'Ecchi', 'Fantasy']",Popularity: #2480,Members: 28765,Duration: 3 min per ep,Studios: Adonero,"Aired: Oct 14, 2020 to Dec 30, 2020"
Nonton Dogeza de Tanondemita: Isekai-hen Sub Indo,5.66,"['Comedy', 'Ecchi', 'Fantasy']",Popularity: #5037,Members: 8155,Duration: 3 min,Studios: Adonero,"Aired: Jan 12, 2021"
Nonton Dokyuu Hentai HxEros Sub Indo,5.75,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Romance', 'School', 'Sci-Fi', 'Shounen', 'Super Power']",Popularity: #1595,Members: 55306,Duration: 23 min per ep,Studios: Project No.9,"Aired: Jul 4, 2020 to Sep 26, 2020"
Nonton Dokyuu Hentai HxEros OVA Sub Indo,6.22,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'School', 'Sci-Fi', 'Shounen', 'Super Power']",Popularity: #5089,Members: 7317,Duration: 23 min per ep,Studios: Project No.9,"Aired: Nov 4, 2020 to Mar 4, 2021"
Nonton Dolls’ Frontline Sub Indo,5.87,"['Action', 'Drama', 'Military', 'Sci-Fi']",Popularity: #3074,Members: 14648,Duration: 24 min per ep,Studios: Asahi Production,"Aired: Jan 8, 2022 to Mar 26, 2022"
Nonton Domestic na Kanojo Sub Indo,6.66,"['Drama', 'Love Polygon', 'Romance', 'School', 'Shounen']",Popularity: #259,Members: 453987,Duration: 25 min per ep,Studios: Diomedéa,"Aired: Jan 12, 2019 to Mar 30, 2019"
Nonton Domestic na Kanojo Special Sub Indo,N/A,"['Drama', 'Romance', 'School', 'Shounen']",Popularity: #99999,Members:,Duration:,Studios:,Aired:
Nonton Donten ni Warau Sub Indo,7.47,"['Action', 'Historical', 'Shoujo', 'Supernatural']",Popularity: #1726,Members: 47397,Duration: 23 min per ep,Studios: Doga Kobo,"Aired: Oct 4, 2014 to Dec 20, 2014"
"Nonton Donten ni Warau Gaiden: Ketsubetsu, Yamainu no Chikai Sub Indo",7.41,"['Action', 'Historical', 'Supernatural']",Popularity: #5158,Members: 2888,Duration: 50 min,Studios: Wit Studio,"Aired: Dec 2, 2017"
Nonton Doraemon Movie 38: Nobita no Takarajima Sub Indo,7.31,"['Adventure', 'Fantasy', 'Kids']",Popularity: #7693,Members: 3548,Duration: 1 hr 49 min,Studios: Shin-Ei Animation,"Aired: Mar 3, 2018"
Nonton Doraemon Movie 39: Nobita no Getsumen Tansaki Sub Indo,7.32,"['Adventure', 'Fantasy', 'Kids', 'Sci-Fi', 'Space']",Popularity: #8689,Members: 2339,Duration: 1 hr 51 min,Studios: Shin-Ei Animation,"Aired: Mar 1, 2019"
Nonton Doraemon Movie 40: Nobita no Shin Kyouryuu Sub Indo,7.53,"['Adventure', 'Comedy', 'Kids', 'Sci-Fi', 'Shounen']",Popularity: #8820,Members: 1948,Duration: 1 hr 50 min,Studios: Shin-Ei Animation,"Aired: Aug 7, 2020"
Nonton Dorei-ku The Animation Sub Indo,5.94,"['Adult Cast', 'Drama', 'High Stakes Game', 'Psychological', 'Suspense']",Popularity: #2758,Members: 23895,Duration: 24 min per ep,Studios: TNK,"Aired: Apr 13, 2018 to Jun 29, 2018"
Nonton Dorohedoro Sub Indo,8.05,"['Action', 'Comedy', 'Fantasy', 'Gore', 'Horror', 'Seinen']",Popularity: #400,Members: 277641,Duration: 23 min per ep,Studios: MAPPA,"Aired: Jan 13, 2020 to Mar 30, 2020"
Nonton Dororo Sub Indo,8.25,"['Action', 'Adventure', 'Historical', 'Mythology', 'Samurai', 'Shounen', 'Supernatural']",Popularity: #113,Members: 624412,Duration: 24 min per ep,Studios: Tezuka Productions,"Aired: Jan 7, 2019 to Jun 24, 2019"
Nonton Dosanko Gal wa Namara Menkoi Sub Indo,7.03,"['Comedy', 'Romantic Subtext', 'School', 'Shounen']",Popularity: #1648,Members: 52499,Duration: 24 min per ep,Studios: SILVER LINK.,"Aired: Jan 9, 2024 to Mar 26, 2024"
Nonton Dota: Dragon’s Blood Sub Indo,N/A,"['Action', 'Animation', 'Comedy', 'Mystery', 'Sci-Fi', 'Thriller']",Popularity: #99999,Members:,Duration:,Studios:,Aired:
Nonton Dota: Dragon’s Blood Season 2 Sub Indo,N/A,"['Action', 'Animation', 'Comedy', 'Mystery', 'Sci-Fi', 'Thriller']",Popularity: #99999,Members:,Duration:,Studios:,Aired:
Nonton Double Decker! Doug & Kirill Sub Indo,6.81,"['Action', 'Adult Cast', 'Comedy', 'Detective', 'Mystery', 'Sci-Fi']",Popularity: #3680,Members: 13138,Duration: 24 min per ep,Studios: Sunrise,"Aired: Sep 30, 2018 to Dec 23, 2018"
Nonton Double Decker! Doug & Kirill: Extra Sub Indo,7.13,"['Action', 'Adult Cast', 'Comedy', 'Detective', 'Mystery', 'Sci-Fi']",Popularity: #7283,Members: 3019,Duration: 24 min per ep,Studios: Sunrise,"Aired: Feb 10, 2019 to Apr 10, 2019"
