title,rating,genre,popularity,member,duration,studios,aired
Nonton .hack//G.U. Returner Sub Indo,6.67,"['Adventure', 'Drama', 'Fantasy', 'Video Game']",Popularity: #4691,Members: 9272,Duration: 24 min,Studios: Bee Train,"Aired: Jan 18, 2007"
Nonton .hack//Roots Sub Indo,6.86,"['Adventure', 'Drama', 'Fantasy', 'Video Game']",Popularity: #2490,Members: 35312,Duration: 24 min per ep,Studios: Bee Train,"Aired: Apr 6, 2006 to Sep 28, 2006"
Nonton “Oshi no Ko” Sub Indo,8.67,"['Award Winning', 'Drama', 'Reincarnation', 'Seinen', 'Showbiz', 'Supernatural']",Popularity: #242,Members: 454500,Duration: 30 min per ep,Studios: Doga Kobo,"Aired: Apr 12, 2023 to Jun 28, 2023"
Nonton 07-Ghost Sub Indo,7.19,"['Action', 'Fantasy', 'Josei', 'Military', 'Mythology']",Popularity: #1134,Members: 104766,Duration: 23 min per ep,Studios: Studio Deen,"Aired: Apr 7, 2009 to Sep 22, 2009"
Nonton 100-man no Inochi no Ue ni Ore wa Tatteiru Sub Indo,6.51,"['Action', 'Drama', 'Fantasy', 'Isekai', 'Shounen']",Popularity: #831,Members: 149144,Duration: 23 min per ep,Studios: Maho Film,"Aired: Oct 2, 2020 to Dec 18, 2020"
Nonton 100-man no Inochi no Ue ni Ore wa Tatteiru 2nd Season Sub Indo,6.8,"['Action', 'Drama', 'Fantasy', 'Isekai', 'Shounen']",Popularity: #1445,Members: 76530,Duration: 23 min per ep,Studios: Maho Film,"Aired: Jul 10, 2021 to Sep 25, 2021"
Nonton 100% Pascal-sensei Sub Indo,5.66,"['Comedy', 'Kids']",Popularity: #9995,Members: 1166,Duration: 12 min per ep,Studios: OLM,"Aired: Apr 15, 2017 to Dec 16, 2017"
Nonton 11eyes Sub Indo,6.05,"['Action', 'Ecchi', 'Fantasy', 'Harem', 'Super Power']",Popularity: #1016,Members: 127105,Duration: 25 min per ep,Studios: Doga Kobo,"Aired: Oct 7, 2009 to Dec 23, 2009"
Nonton 12-sai.: Chicchana Mune no Tokimeki Sub Indo,6.4,"['Romance', 'School', 'Shoujo']",Popularity: #3758,Members: 16459,Duration: 24 min per ep,Studios: OLM,"Aired: Apr 4, 2016 to Jun 20, 2016"
Nonton 12-sai.: Chicchana Mune no Tokimeki 2nd Season Sub Indo,6.59,"['Romance', 'School', 'Shoujo']",Popularity: #5099,Members: 8100,Duration: 24 min per ep,Studios: OLM,"Aired: Oct 3, 2016 to Dec 19, 2016"
Nonton 16bit Sensation: Another Layer Sub Indo,6.92,"['Adult Cast', 'Comedy', 'Otaku Culture', 'Sci-Fi', 'Supernatural', 'Time Travel', 'Workplace']",Popularity: #3166,Members: 19897,Duration: 23 min per ep,Studios: Silver,"Aired: Oct 5, 2023 to Dec 28, 2023"
Nonton 18if Sub Indo,6.13,"['Mystery', 'Supernatural']",Popularity: #2905,Members: 21281,Duration: 23 min per ep,Studios: Gonzo,"Aired: Jul 7, 2017 to Sep 29, 2017"
Nonton 2.43: Seiin Koukou Danshi Volley-bu Sub Indo,6.14,"['Drama', 'School', 'Sports', 'Team Sports']",Popularity: #1921,Members: 44896,Duration: 23 min per ep,Studios: David Production,"Aired: Jan 8, 2021 to Mar 26, 2021"
Nonton 22/7 Sub Indo,6.8,"['Idols (Female)', 'Music']",Popularity: #3217,Members: 16920,Duration: 24 min per ep,Studios: A-1 Pictures,"Aired: Jan 11, 2020 to Mar 28, 2020"
Nonton 22/7: 8＋3=? Sub Indo,6.53,"['Idols (Female)', 'Music']",Popularity: #7052,Members: 3473,Duration: 24 min,Studios: A-1 Pictures,"Aired: Sep 16, 2020"
Nonton 3-gatsu no Lion Sub Indo,8.38,"['Childcare', 'Drama', 'Seinen', 'Strategy Game']",Popularity: #296,Members: 281173,Duration: 25 min per ep,Studios: Shaft,"Aired: Oct 8, 2016 to Mar 18, 2017"
Nonton 3-gatsu no Lion 2nd Season Sub Indo,8.92,"['Childcare', 'Drama', 'Seinen', 'Strategy Game']",Popularity: #567,Members: 199289,Duration: 25 min per ep,Studios: Shaft,"Aired: Oct 14, 2017 to Mar 31, 2018"
Nonton 30-sai made Doutei dato Mahoutsukai ni Nareru Rashii Sub Indo,7.66,"['Adult Cast', 'Boys Love', 'Comedy', 'Supernatural', 'Workplace']",Popularity: #3182,Members: 17418,Duration: 23 min per ep,Studios: Satelight,"Aired: Jan 11, 2024 to Mar 28, 2024"
Nonton 30-sai no Hoken Taiiku Sub Indo,6.62,"['Adult Cast', 'Comedy', 'Ecchi', 'Parody', 'Romance']",Popularity: #2723,Members: 26702,Duration: 13 min per ep,Studios: Gathering,"Aired: Apr 7, 2011 to Jun 23, 2011"
Nonton 3D Kanojo: Real Girl Sub Indo,6.85,"['Otaku Culture', 'Romance', 'School', 'Shoujo']",Popularity: #686,Members: 169490,Duration: 22 min per ep,Studios: Hoods Entertainment,"Aired: Apr 4, 2018 to Jun 20, 2018"
Nonton 3D Kanojo: Real Girl 2nd Season Sub Indo,7.67,"['Otaku Culture', 'Romance', 'School', 'Shoujo']",Popularity: #1259,Members: 101736,Duration: 22 min per ep,Studios: Hoods Entertainment,"Aired: Jan 9, 2019 to Mar 27, 2019"
Nonton 4-nin wa Sorezore Uso wo Tsuku Sub Indo,7.15,"['Comedy', 'Gag Humor', 'School', 'Shounen', 'Super Power', 'Supernatural']",Popularity: #3695,Members: 14087,Duration: 23 min per ep,Studios: Studio Flad,"Aired: Oct 16, 2022 to Dec 25, 2022"
Nonton 5-toubun no Hanayome ∬ Sub Indo,8.05,"['Comedy', 'Harem', 'Romance', 'School', 'Shounen']",Popularity: #282,Members: 430690,Duration: 24 min per ep,Studios: Bibury Animation Studios,"Aired: Jan 8, 2021 to Mar 26, 2021"
Nonton 5-toubun no Hanayome Movie Sub Indo,7.85,"['Comedy', 'Harem', 'Romance', 'School', 'Shounen']",Popularity: #1006,Members: 108893,Duration: 2 hr 16 min,Studios: Bibury Animation Studios,"Aired: May 20, 2022"
Nonton 5-toubun no Hanayome∽ Sub Indo,8,"['Comedy', 'Harem', 'Romance', 'School', 'Shounen']",Popularity: #2637,Members: 20224,Duration: 24 min per ep,Studios: Shaft,"Aired: Sep 2, 2023 to Sep 9, 2023"
Nonton 7 Seeds Sub Indo,6.56,"['Adventure', 'Drama', 'Mystery', 'Psychological', 'Romance', 'Sci-Fi', 'Shoujo', 'Survival', 'Suspense']",Popularity: #1661,Members: 66354,Duration: 25 min per ep,Studios: Gonzo,"Aired: Jun 28, 2019"
Nonton 7 Seeds 2nd Season Sub Indo,7.05,"['Adventure', 'Drama', 'Mystery', 'Psychological', 'Romance', 'Sci-Fi', 'Shoujo', 'Survival', 'Suspense']",Popularity: #2689,Members: 37068,Duration: 24 min per ep,Studios: Gonzo,"Aired: Mar 26, 2020"
Nonton 86 Sub Indo,8.3,"['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi']",Popularity: #248,Members: 398228,Duration: 23 min per ep,Studios: A-1 Pictures,"Aired: Apr 11, 2021 to Jun 20, 2021"
Nonton 86 2nd Season Sub Indo,8.7,"['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi']",Popularity: #450,Members: 280114,Duration: 23 min per ep,Studios: A-1 Pictures,"Aired: Oct 3, 2021 to Mar 19, 2022"
Nonton 86 Special Edition: Senya ni Akaku Hinageshi no Saku Sub Indo,6.9,"['Action', 'Drama', 'Military', 'Sci-Fi']",Popularity: #3012,Members: 25993,Duration: 23 min,Studios: A-1 Pictures,"Aired: Jun 27, 2021"
Nonton 91 Days Sub Indo,7.83,"['Action', 'Drama', 'Historical', 'Organized Crime', 'Suspense']",Popularity: #277,Members: 330509,Duration: 24 min per ep,Studios: Shuka,"Aired: Jul 9, 2016 to Oct 1, 2016"
Nonton 91 Days Special Sub Indo,6.9,"['Action', 'Drama', 'Historical', 'Organized Crime', 'Suspense']",Popularity: #2941,Members: 29517,Duration: 24 min,Studios: Shuka,"Aired: Jul 5, 2017"
Nonton A-Channel Sub Indo,6.94,"['CGDCT', 'Comedy', 'School']",Popularity: #2074,Members: 44699,Duration: 24 min per ep,Studios: Studio Gokumi,"Aired: Apr 8, 2011 to Jun 24, 2011"
Nonton A-Channel: +A-Channel Sub Indo,6.95,"['CGDCT', 'Comedy', 'School', 'Slice of Life']",Popularity: #4886,Members: 9833,Duration: 2 min per ep,Studios: Studio Gokumi,"Aired: May 25, 2011 to Oct 26, 2011"
Nonton A.I.C.O.: Incarnation Sub Indo,6.53,"['Action', 'Sci-Fi']",Popularity: #1879,Members: 54872,Duration: 24 min per ep,Studios: Bones,"Aired: Mar 9, 2018"
Nonton Aa! Megami-sama! (TV) Sub Indo,7.32,"['Comedy', 'Romance', 'Seinen', 'Supernatural']",Popularity: #1459,Members: 77870,Duration: 24 min per ep,Studios: AIC,"Aired: Jan 7, 2005 to Jul 8, 2005"
Nonton Aa! Megami-sama!: Sorezore no Tsubasa Sub Indo,7.55,"['Comedy', 'Harem', 'Romance', 'Seinen', 'Supernatural']",Popularity: #2661,Members: 35541,Duration: 24 min per ep,Studios: AIC,"Aired: Apr 7, 2006 to Sep 15, 2006"
Nonton Abarenbou Rikishi!! Matsutarou Sub Indo,6.08,"['Combat Sports', 'Seinen', 'Sports']",Popularity: #6542,Members: 4154,Duration: 22 min per ep,Studios: Toei Animation,"Aired: Apr 6, 2014 to Sep 28, 2014"
Nonton Absolute Duo Sub Indo,6.42,"['Action', 'Ecchi', 'Fantasy', 'Harem', 'Romance', 'School']",Popularity: #394,Members: 314739,Duration: 24 min per ep,Studios: 8bit,"Aired: Jan 4, 2015 to Mar 22, 2015"
Nonton ACCA: 13-ku Kansatsu-ka Sub Indo,7.66,"['Adult Cast', 'Detective', 'Drama', 'Fantasy', 'Mystery', 'Seinen']",Popularity: #1424,Members: 69719,Duration: 24 min per ep,Studios: Madhouse,"Aired: Jan 10, 2017 to Mar 28, 2017"
Nonton Accel World Sub Indo,7.21,"['Action', 'Romance', 'School', 'Sci-Fi', 'Video Game']",Popularity: #281,Members: 388341,Duration: 24 min per ep,Studios: Sunrise,"Aired: Apr 7, 2012 to Sep 22, 2012"
Nonton Accel World EX Sub Indo,7.09,"['Action', 'Romance', 'School', 'Sci-Fi', 'Video Game']",Popularity: #1885,Members: 59672,Duration: 24 min per ep,Studios: Sunrise,"Aired: Sep 13, 2012 to Jan 31, 2013"
Nonton Accel World: Infinite∞Burst Sub Indo,6.62,"['Action', 'Romance', 'School', 'Sci-Fi', 'Video Game']",Popularity: #2523,Members: 30168,Duration: 1 hr 22 min,Studios: Sunrise,"Aired: Jul 23, 2016"
Nonton Acchi Kocchi (TV) Sub Indo,7.47,"['Comedy', 'Gag Humor', 'Romance', 'School']",Popularity: #747,Members: 148326,Duration: 24 min per ep,Studios: AIC,"Aired: Apr 6, 2012 to Jun 29, 2012"
Nonton Action Heroine Cheer Fruits Sub Indo,6.54,"['Comedy', 'School', 'Slice of Life']",Popularity: #5485,Members: 4526,Duration: 24 min per ep,Studios: Diomedéa,"Aired: Jul 7, 2017 to Sep 29, 2017"
Nonton Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari Sub Indo,5.85,"['Action', 'Adult Cast', 'Mecha', 'Sci-Fi']",Popularity: #2853,Members: 21748,Duration: 24 min per ep,Studios: Production IMS,"Aired: Jan 7, 2016 to Mar 24, 2016"
Nonton Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari 2nd Sub Indo,6.32,"['Action', 'Adult Cast', 'Mecha', 'Sci-Fi']",Popularity: #4780,Members: 8058,Duration: 24 min per ep,Studios: Production IMS,"Aired: Jul 11, 2016 to Sep 26, 2016"
Nonton Actors: Songs Connection Sub Indo,6.3,"['Music', 'School']",Popularity: #5020,Members: 5706,Duration: 23 min per ep,Studios: Drive,"Aired: Oct 6, 2019 to Dec 22, 2019"
Nonton Adachi to Shimamura Sub Indo,7.1,"['Girls Love', 'School']",Popularity: #1244,Members: 75657,Duration: 24 min per ep,Studios: Tezuka Productions,"Aired: Oct 9, 2020 to Dec 25, 2020"
Nonton Afro Samurai Sub Indo,7.36,"['Action', 'Adventure', 'Gore', 'Samurai']",Popularity: #623,Members: 201999,Duration: 27 min per ep,Studios: Gonzo,"Aired: May 3, 2007 to May 4, 2007"
Nonton Aggressive Retsuko: We Wish You a Metal Christmas Sub Indo,7.24,"['Anthropomorphic', 'Comedy']",Popularity: #99999,Members: 35405,Duration: 22 min,Studios: Fanworks,"Aired: Dec 20, 2018"
Nonton Aguu: Tensai Ningyou Sub Indo,5.39,"['Action', 'Drama', 'Supernatural']",Popularity: #7305,Members: 2251,Duration: 23 min per ep,Studios: Studio Deen,"Aired: Jul 10, 2018 to Sep 25, 2018"
Nonton Aharen-san wa Hakarenai Sub Indo,7.29,"['Comedy', 'Romance', 'School', 'Shounen']",Popularity: #712,Members: 142050,Duration: 23 min per ep,Studios: Felix Film,"Aired: Apr 2, 2022 to Jun 18, 2022"
Nonton Ahiru no Sora Sub Indo,7.27,"['School', 'Shounen', 'Sports', 'Team Sports']",Popularity: #1205,Members: 87122,Duration: 24 min per ep,Studios: Diomedéa,"Aired: Oct 2, 2019 to Sep 30, 2020"
Nonton Aho Girl Sub Indo,6.73,"['Comedy', 'Gag Humor', 'School', 'Shounen']",Popularity: #447,Members: 274285,Duration: 12 min per ep,Studios: Diomedéa,"Aired: Jul 4, 2017 to Sep 19, 2017"
Nonton AI no Idenshi Sub Indo,6.55,"['Drama', 'Psychological', 'Sci-Fi', 'Shounen', 'Suspense']",Popularity: #3391,Members: 13622,Duration: 24 min per ep,Studios: Madhouse,"Aired: Jul 8, 2023 to Sep 30, 2023"
Nonton Ai no Utagoe wo Kikasete Sub Indo,7.72,"['Drama', 'Music', 'School', 'Sci-Fi']",Popularity: #2077,Members: 23655,Duration: 1 hr 48 min,Studios: J.C.Staff,"Aired: Oct 29, 2021"
Nonton Ai Yori Aoshi Sub Indo,7.11,"['Comedy', 'Drama', 'Harem', 'Romance', 'Seinen']",Popularity: #1929,Members: 53860,Duration: 23 min per ep,Studios: J.C.Staff,"Aired: Apr 11, 2002 to Sep 26, 2002"
Nonton Ai Yori Aoshi: Enishi Sub Indo,7.12,"['Comedy', 'Drama', 'Harem', 'Romance', 'Seinen']",Popularity: #2848,Members: 32729,Duration: 23 min per ep,Studios: J.C.Staff,"Aired: Oct 13, 2003 to Dec 29, 2003"
Nonton Air Sub Indo,7.28,"['Drama', 'Romance', 'Supernatural']",Popularity: #809,Members: 154081,Duration: 24 min per ep,Studios: Kyoto Animation,"Aired: Jan 7, 2005 to Mar 25, 2005"
Nonton Air Gear Sub Indo,7.48,"['Comedy', 'Delinquents', 'Ecchi', 'School', 'Shounen', 'Sports']",Popularity: #667,Members: 180427,Duration: 24 min per ep,Studios: Toei Animation,"Aired: Apr 5, 2006 to Sep 27, 2006"
Nonton Air Gear: Kuro no Hane to Nemuri no Mori – Break on the Sky Sub Indo,7.57,"['Comedy', 'Delinquents', 'Ecchi', 'School', 'Shounen', 'Sports']",Popularity: #2678,Members: 32800,Duration: 27 min per ep,Studios: Satelight,"Aired: Nov 17, 2010 to Jun 17, 2011"
Nonton Air Recap Sub Indo,6.25,"['Drama', 'Romance', 'Supernatural']",Popularity: #7264,Members: 3014,Duration: 22 min,Studios: Kyoto Animation,"Aired: Apr 1, 2005"
Nonton Aishen Qiaokeli-ing… Sub Indo,6.8,"['Comedy', 'Harem', 'Romance', 'School']",Popularity: #2205,Members: 31003,Duration: 14 min per ep,Studios: B.CMAY PICTURES,"Aired: Dec 2, 2015 to Mar 16, 2016"
Nonton Aishen Qiaokeli-ing…II Sub Indo,7.04,"['Comedy', 'Harem', 'Romance', 'School']",Popularity: #3685,Members: 14147,Duration: 19 min per ep,Studios: B.CMAY PICTURES,"Aired: Dec 21, 2017 to Apr 5, 2018"
Nonton Aishiteruze Baby★★ Sub Indo,7.44,"['Childcare', 'Comedy', 'Drama', 'Romance', 'Shoujo']",Popularity: #2031,Members: 53706,Duration: 25 min per ep,Studios: TMS Entertainment,"Aired: Apr 3, 2004 to Oct 9, 2004"
Nonton Aiura Sub Indo,6.65,"['CGDCT', 'Iyashikei', 'School', 'Shounen', 'Slice of Life']",Popularity: #2253,Members: 39686,Duration: 4 min per ep,Studios: LIDENFILMS,"Aired: Apr 10, 2013 to Jun 26, 2013"
Nonton Ajin Sub Indo,7.39,"['Action', 'Gore', 'Horror', 'Mystery', 'Seinen', 'Supernatural']",Popularity: #373,Members: 296048,Duration: 24 min per ep,Studios: Polygon Pictures,"Aired: Jan 16, 2016 to Apr 9, 2016"
Nonton Ajin 2nd Season Sub Indo,7.57,"['Action', 'Gore', 'Horror', 'Mystery', 'Seinen', 'Supernatural']",Popularity: #821,Members: 171501,Duration: 24 min per ep,Studios: Polygon Pictures,"Aired: Oct 8, 2016 to Dec 24, 2016"
Nonton Akagami no Shirayuki-hime Sub Indo,7.76,"['Drama', 'Fantasy', 'Medical', 'Romance', 'Shoujo']",Popularity: #298,Members: 333064,Duration: 24 min per ep,Studios: Bones,"Aired: Jul 7, 2015 to Sep 22, 2015"
Nonton Akagami no Shirayuki-hime 2nd Season Sub Indo,7.97,"['Drama', 'Fantasy', 'Medical', 'Romance', 'Shoujo']",Popularity: #653,Members: 200417,Duration: 24 min per ep,Studios: Bones,"Aired: Jan 12, 2016 to Mar 29, 2016"
Nonton Akame ga Kill! Sub Indo,7.47,"['Action', 'Fantasy', 'Gore', 'Shounen', 'Super Power']",Popularity: #29,Members: 1308225,Duration: 23 min per ep,Studios: White Fox,"Aired: Jul 7, 2014 to Dec 15, 2014"
Nonton Akaneiro ni Somaru Saka Sub Indo,6.39,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'School']",Popularity: #1523,Members: 81404,Duration: 25 min per ep,Studios: TNK,"Aired: Oct 3, 2008 to Dec 19, 2008"
Nonton Akaneiro ni Somaru Saka: Hardcore Sub Indo,6.38,"['Comedy', 'Ecchi', 'Harem', 'Romance']",Popularity: #3511,Members: 21764,Duration: 26 min,Studios: TNK,"Aired: Jun 26, 2009"
Nonton Akanesasu Shoujo Sub Indo,6.43,"['Action', 'School', 'Sci-Fi']",Popularity: #3679,Members: 12206,Duration: 23 min per ep,Studios: DandeLion Animation Studio,"Aired: Oct 1, 2018 to Dec 17, 2018"
Nonton Akatsuki no Yona Sub Indo,8.03,"['Action', 'Adventure', 'Fantasy', 'Romance', 'Shoujo']",Popularity: #208,Members: 416883,Duration: 24 min per ep,Studios: Pierrot,"Aired: Oct 7, 2014 to Mar 24, 2015"
Nonton Akatsuki no Yona OVA Sub Indo,8.1,"['Action', 'Adventure', 'Fantasy', 'Historical', 'Shoujo']",Popularity: #1660,Members: 70641,Duration: 23 min per ep,Studios: Pierrot,"Aired: Sep 18, 2015 to Dec 20, 2016"
Nonton AKB0048 Sub Indo,7.35,"['Idols (Female)', 'Music', 'Sci-Fi']",Popularity: #2782,Members: 28544,Duration: 23 min per ep,Studios: Satelight,"Aired: Apr 29, 2012 to Jul 22, 2012"
Nonton AKB0048: Next Stage Sub Indo,7.63,"['Idols (Female)', 'Music', 'Sci-Fi']",Popularity: #3676,Members: 19976,Duration: 23 min per ep,Studios: Satelight,"Aired: Jan 6, 2013 to Mar 31, 2013"
Nonton Akebi-chan no Sailor-fuku Sub Indo,7.68,"['CGDCT', 'School', 'Seinen', 'Slice of Life']",Popularity: #1305,Members: 69196,Duration: 23 min per ep,Studios: CloverWorks,"Aired: Jan 9, 2022 to Mar 27, 2022"
Nonton Aki-Sora Sub Indo,5.87,"['Erotica', 'Seinen']",Popularity: #1836,Members: 64634,Duration: 21 min,Studios: Hoods Entertainment,"Aired: Dec 18, 2009"
Nonton Akiba Maid Sensou Sub Indo,7.61,"['Action', 'Comedy', 'Organized Crime']",Popularity: #1508,Members: 63460,Duration: 23 min per ep,Studios: P.A. Works,"Aired: Oct 7, 2022 to Dec 23, 2022"
Nonton Akiba’s Trip The Animation Sub Indo,6.49,"['Action', 'Comedy', 'Ecchi', 'Otaku Culture', 'Supernatural']",Popularity: #1528,Members: 61747,Duration: 23 min per ep,Studios: Gonzo,"Aired: Jan 4, 2017 to Mar 29, 2017"
Nonton Akikan! Sub Indo,6.12,"['Anthropomorphic', 'Comedy', 'Ecchi', 'Fantasy', 'Romance']",Popularity: #1779,Members: 62589,Duration: 23 min per ep,Studios: Brain's Base,"Aired: Jan 4, 2009 to Mar 29, 2009"
Nonton Akkun to Kanojo Sub Indo,6.82,"['Comedy', 'Josei', 'Romance', 'School']",Popularity: #1324,Members: 78261,Duration: 3 min per ep,Studios: Yumeta Company,"Aired: Apr 6, 2018 to Sep 21, 2018"
Nonton Aku no Hana Sub Indo,7.14,"['Drama', 'Psychological', 'Romance', 'School', 'Shounen', 'Suspense']",Popularity: #1075,Members: 79782,Duration: 24 min per ep,Studios: Zexcs,"Aired: Apr 5, 2013 to Jun 30, 2013"
Nonton Akudama Drive Sub Indo,7.59,"['Action', 'Adult Cast', 'Gore', 'Sci-Fi', 'Suspense']",Popularity: #524,Members: 201931,Duration: 24 min per ep,Studios: Pierrot,"Aired: Oct 8, 2020 to Dec 24, 2020"
Nonton Akuma no Riddle Sub Indo,6.59,"['Action', 'Girls Love', 'High Stakes Game', 'School', 'Suspense']",Popularity: #906,Members: 127782,Duration: 23 min per ep,Studios: Diomedéa,"Aired: Apr 4, 2014 to Jun 20, 2014"
Nonton Akuyaku Reijou Level 99: Watashi wa Ura-Boss desu ga Maou dewa Arimasen Sub Indo,7.13,"['Fantasy', 'Isekai', 'Reincarnation', 'School']",Popularity: #1798,Members: 58052,Duration: 23 min per ep,Studios: Jumondo,"Aired: Jan 9, 2024 to Mar 26, 2024"
Nonton Akuyaku Reijou nanode Last Boss wo Kattemimashita Sub Indo,7.22,"['Comedy', 'Fantasy', 'Isekai', 'Reincarnation', 'Romance', 'Shoujo']",Popularity: #1400,Members: 80283,Duration: 23 min per ep,Studios: Maho Film,"Aired: Oct 1, 2022 to Dec 17, 2022"
Nonton Aldnoah.Zero Sub Indo,7.39,"['Action', 'Mecha', 'Military', 'Sci-Fi']",Popularity: #431,Members: 283548,Duration: 23 min per ep,Studios: A-1 Pictures,"Aired: Jul 6, 2014 to Sep 21, 2014"
Nonton Aldnoah.Zero 2nd Season Sub Indo,6.91,"['Action', 'Mecha', 'Sci-Fi', 'Space']",Popularity: #766,Members: 192239,Duration: 23 min per ep,Studios: A-1 Pictures,"Aired: Jan 11, 2015 to Mar 29, 2015"
Nonton Alice Gear Aegis Expansion Sub Indo,5.85,"['Action', 'Sci-Fi']",Popularity: #6478,Members: 2652,Duration: 23 min per ep,Studios: Nomad,"Aired: Apr 4, 2023 to Jun 20, 2023"
Nonton Alice in Deadly School Sub Indo,5.18,['School'],Popularity: #4925,Members: 4152,Duration: 41 min,Studios: Hoods Entertainment,"Aired: Mar 3, 2021"
Nonton Alice or Alice Sub Indo,5.35,"['CGDCT', 'Slice of Life']",Popularity: #3674,Members: 14605,Duration: 3 min per ep,Studios: EMT Squared,"Aired: Apr 4, 2018 to Jun 20, 2018"
Nonton Alice to Therese no Maboroshi Koujou Sub Indo,7.24,"['Award Winning', 'Drama']",Popularity: #2199,Members: 15561,Duration: 1 hr 50 min,Studios: MAPPA,"Aired: Sep 15, 2023"
Nonton Alice to Zouroku Sub Indo,7.1,"['Adventure', 'Mystery', 'Seinen', 'Super Power']",Popularity: #1837,Members: 49054,Duration: 23 min per ep,Studios: J.C.Staff,"Aired: Apr 2, 2017 to Jun 25, 2017"
Nonton All Out!! Sub Indo,7.04,"['School', 'Seinen', 'Sports', 'Team Sports']",Popularity: #1912,Members: 50012,Duration: 24 min per ep,Studios: Madhouse,"Aired: Oct 7, 2016 to Mar 31, 2017"
Nonton Allison to Lillia Sub Indo,7.33,"['Action', 'Adventure']",Popularity: #3393,Members: 15331,Duration: 24 min per ep,Studios: Madhouse,"Aired: Apr 3, 2008 to Oct 2, 2008"
Nonton Altered Carbon: Resleeved Sub Indo,6.43,"['Action', 'Drama', 'Sci-Fi']",Popularity: #6356,Members: 5828,Duration: 1 hr 13 min,Studios: Anima,"Aired: Mar 19, 2020"
Nonton Amaama to Inazuma Sub Indo,7.53,"['Childcare', 'Gourmet', 'Iyashikei', 'Seinen', 'Slice of Life']",Popularity: #748,Members: 139876,Duration: 24 min per ep,Studios: TMS Entertainment,"Aired: Jul 5, 2016 to Sep 20, 2016"
Nonton Amaenaide yo!! Sub Indo,6.44,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'Seinen', 'Supernatural']",Popularity: #2469,Members: 35808,Duration: 24 min per ep,Studios: Studio Deen,"Aired: Jul 1, 2005 to Sep 16, 2005"
Nonton Amaenaide yo!! Katsu!! Sub Indo,6.64,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'Seinen', 'Supernatural']",Popularity: #3062,Members: 26519,Duration: 24 min per ep,Studios: Studio Deen,"Aired: Jan 4, 2006 to Mar 22, 2006"
Nonton Amaenaide yo!! Katsu!!: Damasarenaide yo!! Sub Indo,6.56,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'Seinen', 'Supernatural']",Popularity: #5528,Members: 6870,Duration: 23 min,Studios: Studio Deen,"Aired: Jun 21, 2006"
Nonton Amaenaide yo!!: Yasumanaide yo!! Sub Indo,6.62,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'Seinen', 'Supernatural']",Popularity: #5411,Members: 7791,Duration: 23 min,Studios: Studio Deen,"Aired: Dec 21, 2005"
Nonton Amagami SS Sub Indo,7.29,"['Harem', 'Romance', 'School']",Popularity: #610,Members: 160235,Duration: 24 min per ep,Studios: AIC,"Aired: Jul 2, 2010 to Dec 24, 2010"
Nonton Amagami SS OVA Sub Indo,7.22,"['Harem', 'Romance', 'School']",Popularity: #2866,Members: 30159,Duration: 5 min per ep,Studios: AIC,"Aired: Jun 11, 2011 to Aug 5, 2011"
Nonton Amagami SS+ Plus Sub Indo,7.39,"['Harem', 'Romance', 'School']",Popularity: #1382,Members: 90458,Duration: 24 min per ep,Studios: AIC,"Aired: Jan 6, 2012 to Mar 30, 2012"
Nonton Amagami SS+ Plus Picture Drama Sub Indo,6.54,['Romance'],Popularity: #4832,Members: 9018,Duration: 7 min per ep,Studios: AIC,"Aired: Oct 3, 2012"
Nonton Amagami SS+ Plus: Extra Episode+ Plus Sub Indo,7.2,['Romance'],Popularity: #3658,Members: 18481,Duration: 3 min per ep,Studios: AIC,"Aired: Apr 4, 2012 to Sep 5, 2012"
Nonton Amagi Brilliant Park Sub Indo,7.46,"['Comedy', 'Fantasy', 'Workplace']",Popularity: #315,Members: 352605,Duration: 24 min per ep,Studios: Kyoto Animation,"Aired: Oct 7, 2014 to Dec 26, 2014"
Nonton Amagi Brilliant Park: Nonbirishiteiru Hima ga Nai! Sub Indo,7.21,"['Comedy', 'Fantasy', 'Workplace']",Popularity: #2091,Members: 55523,Duration: 23 min,Studios: Kyoto Animation,"Aired: Jun 26, 2015"
Nonton Amagi Brilliant Park: Wakuwaku Mini Theater Rakugaki Backstage Sub Indo,6.65,"['Comedy', 'Workplace']",Popularity: #3369,Members: 19328,Duration: 3 min per ep,Studios: Kyoto Animation,"Aired: Dec 26, 2014 to Jun 26, 2015"
Nonton Amanchu! Sub Indo,7.24,"['Iyashikei', 'School', 'Shounen', 'Slice of Life']",Popularity: #2175,Members: 33719,Duration: 23 min per ep,Studios: J.C.Staff,"Aired: Jul 8, 2016 to Sep 23, 2016"
Nonton Amanchu! Advance Sub Indo,7.11,"['Iyashikei', 'School', 'Shounen', 'Slice of Life']",Popularity: #3925,Members: 12332,Duration: 23 min per ep,Studios: J.C.Staff,"Aired: Apr 7, 2018 to Jun 23, 2018"
